distance_km,duration_min,time_of_day,traffic_level,weather,demand_level,pickup_zone,ride_price
1.12,10.543627356380743,morning,high,clear,high,airport,18.0
18.51,43.954153727241774,morning,low,clear,normal,suburbs,31.48
23.77,34.93193835299576,morning,low,clear,high,airport,54.64
19.16,35.696400949038505,evening,medium,rainy,normal,suburbs,31.13
12.32,22.853488104391392,evening,high,rainy,low,city_center,25.57
12.67,24.129860176434356,morning,high,rainy,normal,suburbs,31.58
11.47,30.325510409883144,afternoon,low,clear,normal,city_center,22.33
8.79,25.88977145481889,afternoon,medium,clear,normal,city_center,18.53
13.52,26.653218106186138,evening,medium,clear,high,city_center,33.01
11.35,28.731784429181367,afternoon,medium,rainy,normal,suburbs,18.95
15.36,26.109230778843138,evening,medium,clear,high,city_center,40.69
22.55,41.39697207970735,evening,high,rainy,high,city_center,58.93
24.88,46.2306990904664,morning,medium,rainy,normal,suburbs,42.42
2.89,6.469322163631797,afternoon,medium,clear,high,suburbs,5.0
10.23,15.236983733373718,afternoon,high,clear,high,suburbs,27.02
5.34,12.50479071295452,night,medium,clear,high,airport,18.74
9.45,24.135919676239027,morning,medium,clear,normal,airport,26.97
7.9,15.730227829069728,afternoon,low,clear,normal,airport,19.6
5.19,16.246896473783625,evening,medium,clear,high,suburbs,18.72
19.34,27.115175560191787,afternoon,medium,rainy,high,city_center,38.57
12.91,27.98498318780863,afternoon,high,clear,high,suburbs,32.84
23.06,39.791012742613994,afternoon,low,stormy,high,suburbs,51.64
1.78,5.307808377549895,morning,high,clear,high,city_center,10.59
2.61,11.167569104803745,evening,medium,rainy,normal,suburbs,7.82
10.68,24.531945047473894,night,high,clear,high,suburbs,32.5
2.93,5.4890137307689395,night,low,clear,high,suburbs,9.44
7.31,17.268260347709113,afternoon,medium,clear,high,city_center,13.82
24.66,60.77972134571691,afternoon,medium,rainy,normal,airport,47.93
6.02,5.139379389885217,afternoon,medium,rainy,high,city_center,12.98
5.75,6.151656102247573,morning,low,clear,high,suburbs,16.28
14.77,37.22210261953952,evening,medium,clear,high,city_center,40.88
12.95,17.056143293884336,morning,medium,clear,high,suburbs,25.64
14.93,37.660381829391554,afternoon,high,clear,normal,suburbs,27.63
10.04,14.887456556233015,morning,high,stormy,low,suburbs,20.79
20.84,38.828064719720466,morning,low,clear,high,suburbs,47.8
4.33,6.281876492590461,evening,medium,clear,high,suburbs,15.95
11.28,25.644296872671976,night,low,clear,normal,suburbs,16.28
17.55,39.84327490377758,evening,medium,clear,normal,suburbs,34.32
21.84,50.03202527125708,morning,medium,clear,low,suburbs,36.46
9.87,17.31783122279963,afternoon,medium,rainy,normal,suburbs,16.38
14.63,29.170479027249968,evening,low,clear,normal,suburbs,23.97
2.66,5.0,night,medium,rainy,high,suburbs,5.0
5.09,24.637837656901638,evening,low,rainy,low,city_center,17.08
2.66,5.0,morning,low,rainy,normal,airport,10.86
18.47,25.835538309935252,evening,high,clear,normal,city_center,37.34
7.91,11.01083603108217,morning,high,rainy,normal,city_center,18.65
18.37,29.6157945723532,afternoon,high,clear,low,suburbs,31.74
2.59,7.105959820802907,night,low,clear,normal,city_center,11.23
21.7,39.096808822476305,night,high,rainy,low,suburbs,42.12
21.05,57.95755497596803,afternoon,medium,clear,high,suburbs,47.25
3.13,6.635089711075094,evening,low,clear,normal,airport,15.71
1.57,9.018935824448075,afternoon,high,clear,high,city_center,11.14
2.35,12.20208137141544,morning,low,clear,normal,city_center,11.66
21.49,37.40930690773449,night,low,clear,normal,city_center,33.51
6.63,14.29348669489428,evening,high,clear,normal,city_center,17.97
14.16,17.981586886921516,afternoon,low,clear,normal,city_center,19.33
11.23,23.25929532828011,evening,medium,clear,high,airport,36.45
20.09,33.98265410100982,morning,medium,stormy,high,suburbs,49.1
12.73,25.80827534202888,afternoon,high,clear,high,city_center,32.71
13.02,18.30413857942287,night,medium,clear,high,suburbs,27.46
24.74,43.95152154954509,evening,medium,clear,low,suburbs,37.22
4.6,5.0,evening,medium,rainy,high,suburbs,14.38
20.94,51.765256992273905,afternoon,medium,clear,normal,city_center,36.7
2.24,5.0,evening,medium,clear,normal,suburbs,5.99
12.46,22.093793197087482,night,high,clear,normal,airport,31.61
22.27,52.756885694618546,morning,high,clear,normal,airport,53.06
16.97,40.8855356339148,morning,high,clear,normal,suburbs,41.1
17.45,28.017693474095378,afternoon,medium,clear,low,city_center,26.3
7.32,10.812574496830731,afternoon,high,clear,normal,city_center,19.97
11.05,18.18808061111354,morning,high,rainy,normal,suburbs,22.32
9.8,29.97945864063464,evening,low,clear,high,city_center,28.98
13.51,20.952760089977673,afternoon,medium,rainy,low,airport,24.73
12.09,28.150417344267886,night,medium,stormy,low,suburbs,22.31
8.85,20.142878256844988,afternoon,medium,rainy,high,suburbs,22.87
8.33,9.31648040728866,evening,medium,rainy,high,suburbs,19.38
7.02,5.0,night,high,rainy,low,city_center,9.45
9.76,14.223577190269852,afternoon,low,clear,high,suburbs,16.45
4.6,19.800109663840402,morning,high,clear,normal,city_center,21.92
21.93,59.74273780683064,night,high,clear,normal,city_center,47.74
15.45,58.13022101902858,afternoon,low,clear,normal,suburbs,32.94
4.21,5.0,afternoon,low,clear,normal,suburbs,5.39
17.65,31.26792508112395,morning,high,clear,normal,city_center,34.88
21.34,46.72826094400014,afternoon,low,rainy,normal,city_center,39.02
6.7,6.554359482370348,evening,medium,clear,normal,city_center,13.49
4.61,6.658570655621685,evening,medium,rainy,normal,airport,12.5
1.21,5.0,night,high,clear,high,airport,12.9
2.13,7.803414410806106,evening,medium,clear,normal,city_center,9.87
19.29,47.26298743995998,afternoon,high,clear,normal,airport,47.27
24.69,59.92430432512439,evening,high,clear,normal,suburbs,49.82
2.08,11.262623445376985,morning,medium,clear,low,city_center,11.95
18.95,33.142102068815795,morning,low,rainy,normal,city_center,33.34
2.72,9.607762458450026,afternoon,low,rainy,high,city_center,16.09
15.21,22.43538795051016,morning,medium,rainy,normal,suburbs,30.67
19.15,37.55334674471309,morning,medium,clear,low,suburbs,35.7
9.62,9.892294881337998,morning,medium,clear,high,suburbs,18.93
1.26,5.0,morning,medium,clear,high,city_center,5.48
15.28,47.013397916264694,evening,medium,clear,high,city_center,46.07
24.79,54.023186011715495,afternoon,low,clear,high,suburbs,47.33
7.18,20.21265223952357,night,medium,clear,high,suburbs,19.71
5.55,5.0,night,medium,rainy,high,city_center,10.24
3.97,5.0,night,medium,rainy,normal,airport,11.79
14.33,28.311419714011784,morning,high,rainy,high,suburbs,44.98
15.31,44.87348018502485,afternoon,low,clear,normal,city_center,29.88
20.01,47.70747575240687,afternoon,medium,clear,high,suburbs,41.53
19.07,43.24985558030272,afternoon,medium,rainy,high,city_center,46.35
22.42,48.219635831686674,morning,high,clear,high,city_center,61.68
20.34,48.497018777838505,morning,medium,clear,normal,airport,47.63
6.93,17.64501929595889,evening,low,clear,normal,city_center,18.74
14.34,24.948274614882706,evening,low,clear,low,city_center,24.88
8.14,7.05328780766515,afternoon,medium,rainy,normal,city_center,17.62
8.91,17.153439371341975,afternoon,high,rainy,high,suburbs,22.93
23.37,45.79621821092436,evening,medium,clear,normal,airport,51.56
17.37,25.345776040944354,evening,medium,clear,high,city_center,39.67
24.39,42.39853182566949,evening,low,clear,normal,suburbs,41.4
11.01,29.80120366869246,evening,low,rainy,low,city_center,17.6
13.9,25.299003489424756,evening,high,clear,normal,airport,33.26
12.69,19.908326586966396,afternoon,medium,rainy,normal,airport,24.38
3.57,6.180448492882999,afternoon,low,clear,normal,suburbs,5.0
6.68,12.429730031913587,morning,low,stormy,normal,city_center,13.83
13.66,28.73492414697094,afternoon,high,stormy,normal,city_center,34.3
2.62,9.307014110370769,night,medium,stormy,normal,city_center,11.89
23.36,56.68784703407068,evening,low,clear,high,suburbs,58.13
3.97,5.0,evening,medium,rainy,normal,city_center,15.25
5.75,8.797734628919978,morning,high,clear,normal,city_center,15.58
19.37,33.45809330957091,evening,medium,clear,normal,city_center,38.28
3.33,10.440615750141028,morning,high,clear,low,suburbs,10.49
22.61,68.78617552524081,afternoon,medium,rainy,normal,airport,48.42
18.42,45.04597914265108,evening,medium,clear,normal,suburbs,36.61
2.65,5.0,morning,high,clear,low,suburbs,8.73
17.6,33.927691245883985,afternoon,low,clear,high,city_center,31.75
16.16,39.546081676873584,morning,high,rainy,high,city_center,52.65
19.18,43.87353454587138,morning,medium,clear,normal,city_center,39.61
20.88,46.92645007678363,afternoon,medium,clear,low,city_center,30.72
18.24,40.904082803880236,evening,medium,clear,high,city_center,43.5
15.07,27.83689740251251,afternoon,medium,clear,high,suburbs,31.97
8.74,16.83047298556499,morning,low,clear,normal,city_center,17.96
17.73,38.49350835574685,afternoon,medium,clear,normal,suburbs,32.13
23.97,57.80816928396101,morning,medium,clear,normal,suburbs,46.95
15.1,27.555995462796496,evening,high,clear,normal,city_center,26.93
16.94,24.65205080266079,evening,low,clear,normal,airport,31.47
11.49,15.763750304173335,evening,medium,clear,normal,city_center,22.67
19.15,37.88134039048829,evening,medium,clear,low,city_center,29.38
24.94,47.77607168528671,evening,high,rainy,high,airport,69.35
4.85,13.54120867904167,afternoon,medium,clear,low,city_center,12.6
5.86,5.0,evening,medium,clear,normal,suburbs,12.68
13.95,26.405309152179758,afternoon,high,rainy,high,suburbs,33.93
12.55,22.544157317372935,afternoon,low,clear,normal,city_center,21.26
14.72,22.293814109627874,evening,high,clear,normal,city_center,27.4
2.18,10.478278181149115,evening,high,clear,normal,city_center,9.62
10.7,6.11509518209728,afternoon,low,clear,normal,suburbs,13.56
14.99,24.874438596495327,night,medium,rainy,high,suburbs,32.78
15.04,37.37497812261015,afternoon,medium,stormy,high,suburbs,40.61
16.78,45.33021308658649,afternoon,high,clear,normal,suburbs,36.04
18.29,22.259687359091053,afternoon,high,clear,low,city_center,32.54
16.4,34.14907480032086,evening,medium,clear,high,suburbs,32.63
19.97,36.2240429052905,night,medium,clear,high,suburbs,42.96
15.99,38.32820926212234,evening,medium,clear,normal,suburbs,30.38
13.9,36.11812636582335,afternoon,low,clear,normal,suburbs,21.9
15.55,43.67584168037018,afternoon,low,clear,normal,airport,33.61
3.43,5.0,afternoon,high,clear,normal,city_center,9.64
7.56,14.592374920005243,evening,medium,clear,high,suburbs,21.5
13.66,22.076155238730156,night,low,stormy,high,suburbs,30.99
21.95,27.28527350373075,night,low,rainy,normal,city_center,29.98
17.3,33.11766873029151,afternoon,high,clear,low,suburbs,24.75
3.17,5.0,afternoon,low,clear,high,airport,11.4
15.21,27.86188142292891,afternoon,medium,rainy,high,suburbs,34.05
6.32,6.264497311199779,afternoon,high,stormy,normal,city_center,16.3
18.62,32.11956683844153,night,high,rainy,low,suburbs,27.22
20.86,31.855756863532616,morning,medium,clear,high,city_center,45.21
15.24,22.02609894700077,evening,medium,clear,normal,airport,29.32
15.19,40.25597642525356,afternoon,low,clear,high,suburbs,34.85
9.13,11.510128368087173,evening,medium,clear,low,city_center,13.66
11.71,20.737849023604383,night,high,clear,normal,suburbs,18.4
21.74,39.55541174580566,evening,medium,clear,high,airport,53.12
18.36,34.92818022110433,evening,medium,rainy,normal,suburbs,37.5
13.47,30.794943444342454,morning,medium,clear,high,city_center,30.73
9.84,17.719363285441847,morning,high,rainy,high,airport,30.66
2.21,5.0,afternoon,high,rainy,normal,city_center,7.83
4.43,23.903824399620746,afternoon,high,clear,high,city_center,19.83
5.63,20.59392872643285,evening,medium,rainy,high,airport,23.02
9.96,30.03488137011246,afternoon,low,clear,high,suburbs,22.89
23.66,48.77838507657611,morning,medium,clear,high,airport,61.61
13.12,27.22580531796098,evening,medium,clear,low,suburbs,23.06
6.64,16.72363614308796,evening,medium,rainy,normal,suburbs,17.78
3.54,5.0,night,medium,clear,normal,city_center,10.06
9.12,12.571212341179354,morning,low,clear,high,city_center,17.58
20.58,49.54857751100978,afternoon,high,rainy,high,city_center,57.43
10.2,19.96236620431524,afternoon,medium,rainy,high,city_center,26.33
19.54,22.469358490082897,night,high,rainy,high,city_center,42.16
20.26,46.3618558122743,evening,low,clear,normal,airport,45.02
3.66,5.0,night,high,stormy,low,suburbs,6.8
15.61,17.9834149370948,night,medium,clear,normal,suburbs,24.57
24.02,42.8745376956342,morning,medium,clear,normal,city_center,44.14
10.65,17.78796507287306,afternoon,low,clear,normal,suburbs,15.42
2.22,5.524532960245241,afternoon,high,clear,normal,city_center,5.53
23.16,45.66600505309586,afternoon,low,clear,low,city_center,30.87
22.21,55.37147810126029,night,low,rainy,normal,airport,43.43
13.53,28.303798776322548,morning,high,clear,high,city_center,44.26
14.25,26.091580000028394,evening,medium,clear,low,city_center,27.27
6.08,24.338007463293255,morning,high,clear,normal,city_center,23.55
20.67,37.98282841590459,evening,high,rainy,normal,city_center,45.68
12.97,18.00423591433697,morning,medium,clear,normal,suburbs,20.23
1.81,5.0,afternoon,high,clear,normal,airport,12.77
17.39,28.931012358498847,evening,low,rainy,low,suburbs,24.41
23.81,34.53909508458882,afternoon,high,clear,normal,suburbs,41.5
20.9,64.6294499311175,night,medium,clear,normal,city_center,39.7
7.65,10.540603770051305,evening,high,clear,low,city_center,12.84
2.28,6.383854652266652,morning,medium,clear,high,suburbs,10.59
23.57,26.5384971013314,afternoon,medium,clear,low,suburbs,26.48
23.49,52.18408009937489,afternoon,high,clear,low,airport,47.41
13.78,17.907543600516764,afternoon,medium,clear,normal,suburbs,22.41
16.42,42.23623334403703,morning,medium,clear,high,city_center,39.03
12.1,26.701512014291815,morning,high,rainy,normal,city_center,27.92
11.07,27.03527941413105,night,high,clear,normal,suburbs,21.74
3.87,7.055834737702034,night,medium,rainy,high,city_center,14.56
3.32,5.074986658196825,morning,medium,clear,high,suburbs,6.21
6.59,12.110214482769521,evening,low,clear,normal,airport,11.49
21.08,42.65617713842883,morning,medium,clear,normal,airport,40.65
4.5,10.574381974892063,afternoon,high,clear,high,suburbs,15.04
6.44,27.54510132016706,morning,low,clear,normal,suburbs,22.57
14.17,19.444496830445594,afternoon,low,clear,low,city_center,14.57
6.16,21.053194081614727,afternoon,low,clear,low,city_center,11.21
4.92,6.121475054198309,evening,medium,rainy,high,city_center,14.63
14.52,23.702640863229462,afternoon,medium,rainy,normal,suburbs,25.51
9.83,18.195803575628155,evening,low,clear,normal,city_center,24.27
16.03,30.413127019300635,morning,medium,clear,low,city_center,28.36
22.89,69.01292015813408,evening,low,clear,low,airport,49.32
4.62,5.975535698651366,morning,high,clear,normal,city_center,12.01
22.92,37.764965902954756,morning,medium,clear,high,suburbs,53.33
22.66,34.572556740214644,afternoon,medium,rainy,normal,city_center,33.72
20.9,34.887474680318974,morning,high,rainy,normal,city_center,43.81
16.15,30.837737872293665,evening,low,rainy,low,suburbs,20.77
15.88,29.330587857811977,afternoon,high,clear,normal,city_center,31.55
16.34,35.78708906485125,evening,low,rainy,low,city_center,33.54
17.57,44.391850777217336,morning,medium,rainy,normal,suburbs,38.9
1.4,14.320858041013498,morning,low,clear,low,city_center,7.28
23.99,48.61142835086952,afternoon,high,clear,normal,city_center,40.9
15.05,44.91249505058847,morning,medium,clear,normal,suburbs,37.46
19.76,53.91328645724356,morning,low,clear,high,city_center,49.83
10.05,11.023283029866944,morning,medium,clear,low,suburbs,13.67
1.3,5.0,night,high,clear,normal,city_center,5.0
13.23,11.461792633379574,afternoon,low,rainy,high,city_center,24.52
13.17,30.346059265120058,morning,medium,clear,high,city_center,39.97
11.49,21.905009650677176,afternoon,low,clear,low,suburbs,16.29
9.15,19.991072111107435,night,low,rainy,normal,city_center,21.74
7.0,29.0779381403923,morning,high,rainy,low,airport,24.0
13.66,35.57480691509188,morning,medium,rainy,low,suburbs,26.7
10.01,22.986639095143595,night,low,stormy,high,suburbs,27.0
24.28,38.434105967801464,night,high,clear,high,city_center,53.47
5.15,17.839903832771864,afternoon,high,clear,normal,suburbs,11.37
8.67,11.29277564897518,morning,high,clear,high,suburbs,20.49
8.06,18.999011893418754,morning,low,clear,normal,airport,20.63
14.04,40.30439670398161,night,medium,rainy,normal,city_center,29.51
12.98,26.285915289527807,evening,high,stormy,normal,suburbs,35.4
16.45,56.10615961932104,afternoon,low,stormy,high,suburbs,42.44
23.8,57.20006761766111,morning,medium,clear,high,suburbs,60.21
7.85,10.476367191861604,morning,high,clear,low,city_center,11.76
17.63,33.95249522534943,evening,low,clear,normal,airport,37.77
1.6,5.0,evening,high,clear,normal,suburbs,5.0
7.3,17.819795673153532,afternoon,high,clear,low,airport,19.11
12.13,17.6806230357017,evening,medium,clear,low,suburbs,21.8
1.74,7.13749680390552,evening,high,clear,high,city_center,7.27
15.82,43.31359201633555,evening,high,clear,normal,suburbs,41.54
17.28,35.07850321191789,morning,high,stormy,high,city_center,57.1
18.92,36.99767328033523,night,medium,clear,normal,city_center,31.5
13.4,28.89213286436981,morning,low,clear,high,suburbs,26.05
15.49,32.11642417880908,evening,medium,clear,low,city_center,32.3
10.51,20.483384695105876,morning,high,clear,high,airport,33.83
1.99,5.0,evening,low,rainy,low,city_center,8.61
3.4,5.0,evening,medium,rainy,low,airport,12.49
16.72,38.07351491791408,morning,medium,clear,high,city_center,48.75
24.89,45.6710203281495,afternoon,medium,clear,high,suburbs,45.9
1.38,5.0,afternoon,high,clear,normal,city_center,9.64
14.38,20.72432335693272,afternoon,high,rainy,high,suburbs,36.92
19.02,44.55953461192881,morning,low,clear,low,airport,33.68
20.84,40.87478953886798,morning,low,rainy,high,suburbs,48.05
14.08,35.715021230341634,night,high,rainy,normal,suburbs,32.58
15.88,30.375513983193475,morning,low,rainy,high,airport,44.21
17.72,41.01596099182813,afternoon,low,clear,normal,city_center,31.41
21.62,47.51243834399164,afternoon,medium,clear,high,suburbs,48.45
3.93,8.695751537735308,evening,low,clear,normal,city_center,10.45
23.23,60.74496526031069,evening,medium,clear,low,city_center,44.68
1.62,5.0,evening,low,clear,normal,suburbs,5.0
21.07,58.32089732317501,evening,medium,rainy,normal,suburbs,43.54
2.84,5.153232572497201,afternoon,medium,clear,normal,city_center,7.38
5.67,15.535655308028693,night,low,rainy,high,city_center,16.67
1.09,5.0,evening,medium,clear,high,city_center,10.05
11.69,28.83724302155015,evening,low,clear,low,city_center,17.55
9.02,20.39612146822697,evening,high,clear,normal,suburbs,22.33
4.98,8.315525058659585,afternoon,low,clear,high,airport,17.92
11.83,24.40385181027004,evening,high,rainy,normal,city_center,23.18
10.66,17.435571636571385,evening,high,clear,high,city_center,33.95
19.42,27.538425538057634,night,medium,clear,low,city_center,32.01
22.44,31.0303218509587,night,high,clear,high,suburbs,50.69
16.66,52.362228344017296,afternoon,medium,clear,normal,airport,37.03
3.99,10.9347688003904,evening,medium,clear,normal,city_center,11.03
8.09,11.049595555163492,afternoon,low,clear,normal,city_center,11.83
22.92,34.784944139662315,evening,high,stormy,high,suburbs,63.47
3.13,14.565824561238276,evening,medium,clear,normal,airport,14.58
10.76,20.082608893964206,night,high,clear,high,suburbs,28.1
23.62,55.2985957447599,evening,high,clear,high,suburbs,67.34
23.82,51.10283285411644,evening,medium,rainy,high,city_center,62.97
10.87,12.16280368237954,morning,medium,stormy,high,airport,29.94
17.02,37.35102800534017,evening,low,clear,normal,city_center,29.8
11.96,30.384964628279917,afternoon,low,rainy,high,suburbs,31.19
19.08,23.049778998402502,afternoon,low,clear,high,suburbs,28.93
1.76,5.0,afternoon,medium,clear,high,airport,11.26
4.46,8.65864301620819,afternoon,low,rainy,normal,city_center,9.67
15.74,40.37532526901559,evening,high,clear,low,city_center,34.92
6.58,23.37106935279592,evening,high,rainy,high,suburbs,26.58
16.99,31.53920937124869,afternoon,low,clear,normal,city_center,25.67
9.43,14.882530026457914,evening,medium,clear,normal,airport,22.41
22.28,45.7114143925268,morning,medium,clear,low,city_center,35.6
20.66,39.300592682721266,afternoon,medium,clear,low,suburbs,28.11
12.83,18.300971079277797,afternoon,high,clear,low,city_center,20.88
19.55,48.351283804647295,morning,medium,clear,normal,suburbs,34.36
7.51,16.22441052397739,evening,medium,clear,normal,city_center,20.26
12.86,24.5802904960062,evening,low,clear,high,airport,39.59
5.74,10.390149992959602,evening,low,rainy,low,suburbs,12.09
21.66,39.334338388470925,evening,high,clear,low,suburbs,37.7
20.75,44.140394699217296,afternoon,high,clear,low,suburbs,33.55
22.65,38.72765972636427,evening,medium,clear,low,city_center,33.39
22.06,40.07426694569467,evening,low,clear,normal,city_center,41.82
24.03,40.508164908410194,afternoon,medium,rainy,high,suburbs,44.49
6.48,14.17133330905352,afternoon,medium,clear,high,city_center,19.45
23.36,44.718863293379535,morning,medium,clear,normal,city_center,41.51
14.71,34.47320087071363,morning,medium,clear,low,airport,34.56
11.14,25.454709931347427,morning,high,clear,normal,city_center,28.75
14.45,15.387175017684134,evening,high,stormy,normal,city_center,32.56
9.22,21.43483566775074,afternoon,high,clear,high,suburbs,25.09
7.93,15.177538331676308,evening,high,clear,high,city_center,28.79
6.79,16.844227993456048,afternoon,low,stormy,normal,suburbs,10.3
2.98,5.0,afternoon,low,rainy,high,suburbs,5.0
12.92,39.61891842420223,evening,high,clear,normal,suburbs,29.58
22.31,22.287459767891114,morning,medium,clear,high,suburbs,40.48
16.12,36.05577482321231,night,high,rainy,normal,airport,37.21
13.5,33.076816148074485,afternoon,low,clear,normal,city_center,22.88
11.29,17.81555987005618,evening,medium,rainy,normal,airport,29.91
12.15,38.103998997968326,morning,medium,clear,normal,city_center,27.92
6.02,15.84537214331242,afternoon,medium,rainy,normal,suburbs,15.05
20.75,30.89437874042603,afternoon,medium,clear,normal,city_center,30.97
5.76,7.603023310618401,afternoon,medium,rainy,normal,city_center,14.04
18.2,46.06201113701721,afternoon,high,clear,normal,suburbs,37.39
19.24,36.41816615670798,afternoon,medium,stormy,normal,city_center,36.6
14.8,33.075480604034304,evening,low,clear,high,city_center,36.32
21.71,43.511842906752804,afternoon,high,clear,normal,city_center,38.1
7.99,19.76599260143797,morning,high,rainy,low,city_center,16.23
22.16,38.81264939411194,morning,medium,clear,normal,suburbs,39.43
18.51,27.01758740048885,night,medium,clear,normal,airport,37.17
20.17,39.6428641259751,morning,medium,clear,low,suburbs,31.27
16.95,33.991494759676414,evening,low,rainy,normal,city_center,32.56
21.31,40.04693875951154,morning,high,clear,normal,suburbs,40.29
24.83,59.21188083001417,afternoon,medium,clear,normal,city_center,42.78
11.08,34.74519206267938,afternoon,high,clear,normal,suburbs,24.69
20.53,46.16118733179608,night,high,clear,high,city_center,52.67
18.87,30.744370578634665,evening,medium,clear,normal,city_center,30.74
11.87,22.074517918880446,morning,low,clear,low,suburbs,21.29
23.25,37.882674746224,evening,high,rainy,normal,city_center,50.37
10.47,26.198365337413577,morning,high,stormy,low,suburbs,29.57
14.57,30.28882831468348,night,low,rainy,normal,city_center,28.67
3.54,7.443023887572227,afternoon,medium,clear,high,city_center,8.91
6.42,9.647176274948183,night,low,clear,normal,suburbs,8.98
21.18,80.28134365153849,evening,low,clear,normal,city_center,51.83
10.52,20.50704912383564,morning,medium,clear,high,city_center,25.52
10.46,15.767317061930514,night,low,rainy,normal,city_center,21.88
6.9,13.855215876545609,night,low,rainy,high,airport,21.69
12.8,32.94172501747025,evening,medium,clear,normal,suburbs,24.45
20.34,41.34505946981374,afternoon,low,clear,normal,suburbs,32.3
22.48,37.45334646241123,evening,medium,clear,normal,airport,44.68
2.68,5.0,morning,high,clear,normal,airport,13.9
14.8,28.870158640828535,night,high,clear,high,suburbs,38.97
12.21,19.269655944067708,morning,medium,rainy,normal,suburbs,23.21
15.74,19.778927512868844,evening,medium,clear,high,city_center,37.72
11.73,16.824734446942315,evening,medium,clear,high,city_center,29.94
10.57,22.081666080895115,night,high,rainy,normal,suburbs,20.97
12.33,31.28765681302969,evening,low,clear,normal,city_center,24.21
14.97,20.755297290241792,evening,low,clear,high,city_center,31.4
13.02,34.86442776191322,evening,low,clear,normal,city_center,27.77
12.33,29.219988196330423,evening,low,clear,normal,suburbs,22.02
20.63,37.835159140959746,morning,medium,rainy,high,city_center,48.23
18.9,39.39915250595876,night,high,clear,normal,city_center,37.4
9.19,21.353839870579236,afternoon,medium,rainy,low,suburbs,13.98
20.21,27.29064009504272,evening,low,rainy,normal,suburbs,31.96
21.49,40.23722982027806,afternoon,high,clear,normal,suburbs,31.77
4.68,12.452138881000185,afternoon,medium,clear,normal,city_center,14.16
14.98,33.84666396454197,afternoon,medium,clear,normal,suburbs,24.51
7.85,7.973162985642743,night,medium,rainy,high,suburbs,16.85
18.74,36.5796176905481,morning,medium,clear,normal,suburbs,27.79
6.73,5.8641378686093,afternoon,low,rainy,low,city_center,10.34
17.11,28.291643103461407,morning,high,clear,high,suburbs,43.0
7.12,18.52041789711621,afternoon,medium,rainy,normal,suburbs,14.46
13.27,32.75773664547515,afternoon,medium,rainy,normal,city_center,26.72
23.77,59.65802269627539,morning,low,rainy,normal,city_center,47.08
10.15,22.290107564204693,evening,medium,clear,low,city_center,20.7
22.02,51.07712439926185,evening,high,rainy,normal,airport,48.92
24.69,48.25313484594642,evening,medium,clear,high,suburbs,57.55
22.0,41.157472046914464,evening,medium,clear,normal,city_center,40.53
4.98,5.0,morning,medium,rainy,normal,airport,18.34
20.67,43.64168993232591,evening,high,clear,low,suburbs,39.98
1.77,5.0,evening,low,clear,high,suburbs,5.0
10.44,15.917524159286875,evening,low,clear,high,airport,26.44
21.9,43.774836247803755,evening,medium,rainy,normal,suburbs,40.25
17.53,24.608719448971595,evening,medium,rainy,low,suburbs,26.46
13.79,26.71127458907233,evening,low,clear,normal,suburbs,23.35
10.31,26.734122312503935,night,medium,clear,normal,airport,25.32
20.5,44.34099483508252,evening,medium,clear,low,airport,37.07
18.03,28.224607293522823,morning,medium,rainy,low,suburbs,32.39
12.24,20.644892525331425,evening,low,clear,low,airport,23.32
22.42,46.5637923456805,evening,low,rainy,high,city_center,60.16
6.52,12.957439639982764,evening,low,rainy,normal,suburbs,10.03
5.09,15.127238509768318,afternoon,high,clear,normal,suburbs,11.68
16.43,20.975596884716467,morning,low,rainy,normal,city_center,29.23
24.33,46.264431093614604,evening,low,rainy,normal,suburbs,38.96
6.93,25.132885977838896,morning,high,rainy,high,suburbs,31.44
6.99,12.255174343114968,afternoon,medium,clear,low,suburbs,11.02
4.35,5.0,afternoon,high,rainy,high,airport,16.76
21.65,39.464856345934585,morning,medium,clear,normal,suburbs,40.91
6.43,11.791701040660588,evening,high,clear,normal,city_center,15.09
13.08,23.127121824210747,morning,medium,clear,normal,airport,27.01
24.78,50.340297100793016,morning,medium,clear,normal,airport,48.57
1.29,5.62165528443437,night,low,clear,normal,city_center,5.68
14.36,29.69962430192457,evening,medium,rainy,low,city_center,23.93
13.29,29.438273234770595,night,low,clear,high,city_center,31.76
20.38,58.00580787281907,afternoon,medium,clear,high,city_center,49.35
9.53,5.786176642198329,evening,medium,stormy,normal,city_center,16.79
10.85,15.901260294066892,morning,low,clear,high,suburbs,22.67
5.03,5.0,afternoon,low,clear,normal,city_center,11.04
18.78,27.37995944965777,afternoon,medium,clear,normal,suburbs,27.28
19.83,33.94093042664012,morning,high,stormy,normal,suburbs,45.68
4.28,10.098935338282992,night,medium,stormy,normal,suburbs,10.3
10.44,29.279140588571778,afternoon,high,clear,normal,city_center,25.69
22.43,40.530638060213846,evening,medium,clear,normal,suburbs,43.69
1.06,5.0,afternoon,medium,clear,normal,suburbs,7.51
8.17,13.484300036031142,morning,medium,clear,high,suburbs,17.4
14.32,32.02120675865912,night,low,clear,high,airport,39.34
9.02,22.44466302873182,evening,medium,clear,normal,suburbs,20.41
7.53,17.92425005051483,morning,low,rainy,normal,airport,21.24
12.04,15.265890030389198,afternoon,medium,rainy,normal,suburbs,19.91
5.36,23.60184212134616,morning,high,rainy,high,airport,31.85
13.71,20.668316892444324,evening,medium,clear,high,airport,35.6
